No.,Material,Density Measurement Method,Atmosphere,Printed Geom.,Laser Power (W),Scan Speed (mm/s),Hatch space (mm),Layer thickness (mm),Spot size (mm),Geometric Factor,D50 μm,RD (%),Printer Model,DOI,Density (g/cm^3),Specific Heat Capacity (J/kgK),Thermal Conductivity (W/mK),Melting Point (K)
137,316L,Archimedes method,NI,Tensile Samples,160.0,800.0,0.08,0.04,0.05,53.999985,31.13,87.64,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
138,316L,Archimedes method,NI,Tensile Samples,140.0,800.0,0.08,0.02,0.05,53.999985,31.13,93.39,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
139,316L,Archimedes method,NI,Tensile Samples,160.0,800.0,0.08,0.02,0.05,53.999985,31.13,95.04,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
140,316L,Archimedes method,NI,Tensile Samples,140.0,800.0,0.08,0.04,0.05,53.999985,31.13,73.5,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
141,316L,Archimedes method,NI,Tensile Samples,160.0,800.0,0.08,0.04,0.05,53.999985,31.13,77.03,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
142,316L,Archimedes method,NI,Tensile Samples,150.0,700.0,0.08,0.03,0.05,53.999985,31.13,90.18,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
143,316L,Archimedes method,NI,Tensile Samples,150.0,900.0,0.08,0.03,0.05,53.999985,31.13,86.38,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
144,316L,Archimedes method,NI,Tensile Samples,150.0,700.0,0.08,0.03,0.05,53.999985,31.13,79.39,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
145,316L,Archimedes method,NI,Tensile Samples,150.0,900.0,0.08,0.03,0.05,53.999985,31.13,80.95,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
146,316L,Archimedes method,NI,Tensile Samples,150.0,700.0,0.08,0.03,0.05,53.999985,31.13,90.36,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
147,316L,Archimedes method,NI,Tensile Samples,150.0,900.0,0.08,0.03,0.05,53.999985,31.13,82.7,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
148,316L,Archimedes method,NI,Tensile Samples,150.0,700.0,0.08,0.03,0.05,53.999985,31.13,90.41,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
149,316L,Archimedes method,NI,Tensile Samples,150.0,900.0,0.08,0.03,0.05,53.999985,31.13,87.71,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
150,316L,Archimedes method,NI,Tensile Samples,140.0,800.0,0.07,0.03,0.05,53.999985,31.13,79.59,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
151,316L,Archimedes method,NI,Tensile Samples,160.0,800.0,0.07,0.03,0.05,53.999985,31.13,87.11,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
152,316L,Archimedes method,NI,Tensile Samples,140.0,800.0,0.09,0.03,0.05,53.999985,31.13,79.28,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
153,316L,Archimedes method,NI,Tensile Samples,160.0,800.0,0.09,0.03,0.05,53.999985,31.13,68.65,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
154,316L,Archimedes method,NI,Tensile Samples,140.0,800.0,0.07,0.03,0.05,53.999985,31.13,88.49,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
155,316L,Archimedes method,NI,Tensile Samples,160.0,800.0,0.07,0.03,0.05,53.999985,31.13,89.06,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
156,316L,Archimedes method,NI,Tensile Samples,140.0,800.0,0.09,0.03,0.05,53.999985,31.13,85.47,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
157,316L,Archimedes method,NI,Tensile Samples,160.0,800.0,0.09,0.03,0.05,53.999985,31.13,72.59,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
158,316L,Archimedes method,NI,Tensile Samples,150.0,800.0,0.08,0.03,0.05,53.999985,31.13,89.24,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
159,316L,Archimedes method,NI,Tensile Samples,150.0,800.0,0.08,0.03,0.05,53.999985,31.13,86.38,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
160,316L,Archimedes method,NI,Tensile Samples,150.0,800.0,0.08,0.03,0.05,53.999985,31.13,79.02,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
161,316L,Archimedes method,NI,Tensile Samples,150.0,800.0,0.08,0.03,0.05,53.999985,31.13,81.2,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
162,316L,Archimedes method,NI,Tensile Samples,150.0,800.0,0.08,0.03,0.05,53.999985,31.13,82.59,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
163,316L,Archimedes method,NI,Tensile Samples,150.0,800.0,0.08,0.03,0.05,53.999985,31.13,85.1,D280,https://doi.org/10.1155/2020/8404052,8.0,500.0,14.95,1660.65
164,316L,Other,NI,Prismatic,100.0,250.0,0.08,0.03,0.07,31.99997333333333,17.0,89.31,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
165,316L,Other,NI,Prismatic,100.0,400.0,0.08,0.03,0.07,31.99997333333333,17.0,95.24,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
166,316L,Other,NI,Prismatic,100.0,550.0,0.08,0.03,0.07,31.99997333333333,17.0,85.93,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
167,316L,Other,NI,Prismatic,100.0,700.0,0.08,0.03,0.07,31.99997333333333,17.0,85.93,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
168,316L,Other,NI,Prismatic,120.0,300.0,0.08,0.03,0.07,31.99997333333333,17.0,96.35,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
169,316L,Other,NI,Prismatic,120.0,500.0,0.08,0.03,0.07,31.99997333333333,17.0,96.72,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
170,316L,Other,NI,Prismatic,120.0,700.0,0.08,0.03,0.07,31.99997333333333,17.0,88.74,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
171,316L,Other,NI,Prismatic,120.0,900.0,0.08,0.03,0.07,31.99997333333333,17.0,86.27,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
172,316L,Other,NI,Prismatic,150.0,400.0,0.08,0.03,0.07,31.99997333333333,17.0,98.93,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
173,316L,Other,NI,Prismatic,150.0,700.0,0.08,0.03,0.07,31.99997333333333,17.0,95.23,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
174,316L,Other,NI,Prismatic,150.0,1000.0,0.08,0.03,0.07,31.99997333333333,17.0,87.78,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
175,316L,Other,NI,Prismatic,150.0,1300.0,0.08,0.03,0.07,31.99997333333333,17.0,79.53,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
176,316L,Other,NI,Prismatic,150.0,700.0,0.06,0.03,0.07,31.99997333333333,17.0,96.64,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
177,316L,Other,NI,Prismatic,150.0,700.0,0.07,0.03,0.07,31.99997333333333,17.0,96.68,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
178,316L,Other,NI,Prismatic,150.0,700.0,0.09,0.03,0.07,31.99997333333333,17.0,94.53,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
179,316L,Other,NI,Prismatic,150.0,700.0,0.1,0.03,0.07,31.99997333333333,17.0,89.5,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
180,316L,Other,NI,Prismatic,150.0,350.0,0.08,0.03,0.07,31.99997333333333,17.0,95.12,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
181,316L,Other,NI,Prismatic,150.0,400.0,0.08,0.03,0.07,31.99997333333333,17.0,99.35,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
182,316L,Other,NI,Prismatic,150.0,450.0,0.08,0.03,0.07,31.99997333333333,17.0,98.23,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
183,316L,Other,NI,Prismatic,150.0,500.0,0.08,0.03,0.07,31.99997333333333,17.0,97.87,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
184,316L,Other,NI,Prismatic,150.0,550.0,0.08,0.03,0.07,31.99997333333333,17.0,96.61,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
185,316L,Other,NI,Prismatic,150.0,600.0,0.08,0.03,0.07,31.99997333333333,17.0,96.13,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
186,316L,Other,NI,Prismatic,150.0,700.0,0.08,0.03,0.07,31.99997333333333,17.0,95.54,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
187,316L,Other,NI,Prismatic,150.0,800.0,0.08,0.03,0.07,31.99997333333333,17.0,93.13,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
188,316L,Other,NI,Prismatic,150.0,400.0,0.06,0.03,0.07,31.99997333333333,17.0,93.16,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
189,316L,Other,NI,Prismatic,150.0,400.0,0.07,0.03,0.07,31.99997333333333,17.0,95.05,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
190,316L,Other,NI,Prismatic,150.0,400.0,0.09,0.03,0.07,31.99997333333333,17.0,98.76,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
191,316L,Other,NI,Prismatic,150.0,400.0,0.1,0.03,0.07,31.99997333333333,17.0,97.87,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
192,316L,Other,NI,Prismatic,150.0,600.0,0.06,0.03,0.07,31.99997333333333,17.0,98.23,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
193,316L,Other,NI,Prismatic,150.0,600.0,0.07,0.03,0.07,31.99997333333333,17.0,96.64,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
194,316L,Other,NI,Prismatic,150.0,600.0,0.09,0.03,0.07,31.99997333333333,17.0,95.56,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
195,316L,Other,NI,Prismatic,150.0,600.0,0.1,0.03,0.07,31.99997333333333,17.0,94.26,DiMetal-100,http://dx.doi.org/10.1108/RPJ-06-2015-0078,8.0,500.0,14.95,1660.65
196,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1000.0,0.08,0.02,0.075,3.98236,23.6,97.48548409720225,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
197,316L,Archimedes method,Nitrogen,Tensile Samples,160.0,800.0,0.07,0.03,0.075,3.98236,23.6,98.22709395203724,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
198,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1200.0,0.06,0.03,0.075,3.98236,23.6,93.32714256597781,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
199,316L,Archimedes method,Nitrogen,Tensile Samples,160.0,1000.0,0.07,0.04,0.075,3.98236,23.6,94.29152939537265,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
200,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1000.0,0.06,0.04,0.075,3.98236,23.6,92.8556612064416,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
201,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,800.0,0.08,0.03,0.075,3.98236,23.6,96.37081966652067,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
202,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1000.0,0.07,0.03,0.075,3.98236,23.6,94.93373744483621,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
203,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1200.0,0.07,0.02,0.075,3.98236,23.6,96.09647482858344,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
204,316L,Archimedes method,Nitrogen,Tensile Samples,120.0,800.0,0.07,0.03,0.075,3.98236,23.6,94.93868782340945,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
205,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,800.0,0.06,0.03,0.075,3.98236,23.6,97.0562828877935,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
206,316L,Archimedes method,Nitrogen,Tensile Samples,160.0,1000.0,0.08,0.03,0.075,3.98236,23.6,96.19906912071299,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
207,316L,Archimedes method,Nitrogen,Tensile Samples,160.0,1000.0,0.06,0.03,0.075,3.98236,23.6,96.91407549508837,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
208,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1200.0,0.08,0.03,0.075,3.98236,23.6,91.51687356063934,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
209,316L,Archimedes method,Nitrogen,Tensile Samples,120.0,1000.0,0.07,0.04,0.075,3.98236,23.6,89.60702856548312,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
210,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,800.0,0.07,0.02,0.075,3.98236,23.6,98.44259477317996,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
211,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1000.0,0.07,0.03,0.075,3.98236,23.6,94.68335618694006,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
212,316L,Archimedes method,Nitrogen,Tensile Samples,120.0,1000.0,0.06,0.03,0.075,3.98236,23.6,93.57469032476234,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
213,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1000.0,0.08,0.04,0.075,3.98236,23.6,91.8520592813574,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
214,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,800.0,0.07,0.04,0.075,3.98236,23.6,94.7215089904435,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
215,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1000.0,0.07,0.03,0.075,3.98236,23.6,94.53025826904907,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
216,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1200.0,0.07,0.04,0.075,3.98236,23.6,89.24777791651628,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
217,316L,Archimedes method,Nitrogen,Tensile Samples,160.0,1000.0,0.07,0.02,0.075,3.98236,23.6,98.28127369856158,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
218,316L,Archimedes method,Nitrogen,Tensile Samples,120.0,1200.0,0.07,0.03,0.075,3.98236,23.6,90.70239244771439,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
219,316L,Archimedes method,Nitrogen,Tensile Samples,160.0,1200.0,0.07,0.03,0.075,3.98236,23.6,94.34480670796687,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
220,316L,Archimedes method,Nitrogen,Tensile Samples,120.0,1000.0,0.08,0.03,0.075,3.98236,23.6,91.12383616305856,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
221,316L,Archimedes method,Nitrogen,Tensile Samples,140.0,1000.0,0.06,0.02,0.075,3.98236,23.6,97.725225770541,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
222,316L,Archimedes method,Nitrogen,Tensile Samples,120.0,1000.0,0.07,0.02,0.075,3.98236,23.6,96.1208655541617,Mlab Concept Laser,https://doi.org/10.1016/j.jmapro.2022.06.021,8.0,500.0,14.95,1660.65
223,316L,Image analysis,Argon,Cylindrical,125.0,100.0,0.12,0.03,0.07,39.99305129970508,35.5,96.35,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
224,316L,Image analysis,Argon,Cylindrical,125.0,200.0,0.12,0.03,0.07,39.99305129970508,35.5,96.79,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
225,316L,Image analysis,Argon,Cylindrical,125.0,400.0,0.12,0.03,0.07,39.99305129970508,35.5,99.09,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
226,316L,Image analysis,Argon,Cylindrical,125.0,600.0,0.12,0.03,0.07,39.99305129970508,35.5,99.9,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
227,316L,Image analysis,Argon,Cylindrical,125.0,800.0,0.12,0.03,0.07,39.99305129970508,35.5,99.51,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
228,316L,Image analysis,Argon,Cylindrical,200.0,200.0,0.12,0.03,0.07,39.99305129970508,35.5,98.35,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
229,316L,Image analysis,Argon,Cylindrical,200.0,400.0,0.12,0.03,0.07,39.99305129970508,35.5,99.49,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
230,316L,Image analysis,Argon,Cylindrical,200.0,600.0,0.12,0.03,0.07,39.99305129970508,35.5,99.92,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
231,316L,Image analysis,Argon,Cylindrical,200.0,800.0,0.12,0.03,0.07,39.99305129970508,35.5,99.89,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
232,316L,Image analysis,Argon,Cylindrical,200.0,1000.0,0.12,0.03,0.07,39.99305129970508,35.5,99.88,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
233,316L,Image analysis,Argon,Cylindrical,200.0,1200.0,0.12,0.03,0.07,39.99305129970508,35.5,99.83,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
234,316L,Image analysis,Argon,Cylindrical,200.0,1400.0,0.12,0.03,0.07,39.99305129970508,35.5,99.44,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
235,316L,Image analysis,Argon,Cylindrical,200.0,1800.0,0.12,0.03,0.07,39.99305129970508,35.5,96.6,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
236,316L,Image analysis,Argon,Cylindrical,200.0,2200.0,0.12,0.03,0.07,39.99305129970508,35.5,94.23,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
237,316L,Image analysis,Argon,Cylindrical,200.0,2600.0,0.12,0.03,0.07,39.99305129970508,35.5,90.22,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
238,316L,Image analysis,Argon,Cylindrical,275.0,400.0,0.12,0.03,0.07,39.99305129970508,35.5,98.74,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
239,316L,Image analysis,Argon,Cylindrical,275.0,600.0,0.12,0.03,0.07,39.99305129970508,35.5,99.9,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
240,316L,Image analysis,Argon,Cylindrical,275.0,800.0,0.12,0.03,0.07,39.99305129970508,35.5,99.91,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
241,316L,Image analysis,Argon,Cylindrical,275.0,1000.0,0.12,0.03,0.07,39.99305129970508,35.5,99.98,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
242,316L,Image analysis,Argon,Cylindrical,275.0,1200.0,0.12,0.03,0.07,39.99305129970508,35.5,99.77,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
243,316L,Image analysis,Argon,Cylindrical,275.0,1400.0,0.12,0.03,0.07,39.99305129970508,35.5,99.87,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
244,316L,Image analysis,Argon,Cylindrical,275.0,1800.0,0.12,0.03,0.07,39.99305129970508,35.5,99.62,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
245,316L,Image analysis,Argon,Cylindrical,275.0,2200.0,0.12,0.03,0.07,39.99305129970508,35.5,99.09,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
246,316L,Image analysis,Argon,Cylindrical,275.0,2600.0,0.12,0.03,0.07,39.99305129970508,35.5,96.55,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
247,316L,Image analysis,Argon,Cylindrical,275.0,3000.0,0.12,0.03,0.07,39.99305129970508,35.5,93.52,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
248,316L,Image analysis,Argon,Cylindrical,350.0,600.0,0.12,0.03,0.07,39.99305129970508,35.5,99.74,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
249,316L,Image analysis,Argon,Cylindrical,350.0,800.0,0.12,0.03,0.07,39.99305129970508,35.5,99.93,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
250,316L,Image analysis,Argon,Cylindrical,350.0,1000.0,0.12,0.03,0.07,39.99305129970508,35.5,99.9,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
251,316L,Image analysis,Argon,Cylindrical,350.0,1200.0,0.12,0.03,0.07,39.99305129970508,35.5,99.98,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
252,316L,Image analysis,Argon,Cylindrical,350.0,1400.0,0.12,0.03,0.07,39.99305129970508,35.5,99.78,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
253,316L,Image analysis,Argon,Cylindrical,350.0,1800.0,0.12,0.03,0.07,39.99305129970508,35.5,99.71,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
254,316L,Image analysis,Argon,Cylindrical,350.0,2200.0,0.12,0.03,0.07,39.99305129970508,35.5,99.46,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
255,316L,Image analysis,Argon,Cylindrical,350.0,2600.0,0.12,0.03,0.07,39.99305129970508,35.5,95.09,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
256,316L,Image analysis,Argon,Cylindrical,350.0,3000.0,0.12,0.03,0.07,39.99305129970508,35.5,94.4,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
257,316L,Image analysis,Argon,Cylindrical,350.0,3400.0,0.12,0.03,0.07,39.99305129970508,35.5,94.9,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
258,316L,Image analysis,Argon,Cylindrical,200.0,800.0,0.08,0.03,0.07,39.99305129970508,35.5,99.98,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
259,316L,Image analysis,Argon,Cylindrical,200.0,800.0,0.1,0.03,0.07,39.99305129970508,35.5,99.99,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
260,316L,Image analysis,Argon,Cylindrical,200.0,800.0,0.12,0.03,0.07,39.99305129970508,35.5,99.97,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
261,316L,Image analysis,Argon,Cylindrical,200.0,800.0,0.14,0.03,0.07,39.99305129970508,35.5,99.91,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
262,316L,Image analysis,Argon,Cylindrical,200.0,800.0,0.16,0.03,0.07,39.99305129970508,35.5,99.84,SLM-125HL,https://doi.org/10.3390/met11050832,8.0,500.0,14.95,1660.65
263,316L,Archimedes method,NI,Tensile Samples,150.0,498.5044865403789,0.102,0.05,0.07,35.99999842191781,30.0,98.93483709273183,Renishaw AM250,https://doi.org/10.1007/s40964-022-00281-y,8.0,500.0,14.95,1660.65
264,316L,Archimedes method,NI,Tensile Samples,150.0,498.5044865403789,0.102,0.05,0.07,35.99999842191781,30.0,98.92230576441102,Renishaw AM250,https://doi.org/10.1007/s40964-022-00281-y,8.0,500.0,14.95,1660.65
265,316L,Archimedes method,NI,Tensile Samples,150.0,420.2269225381706,0.121,0.05,0.07,35.99999842191781,30.0,99.27318295739347,Renishaw AM250,https://doi.org/10.1007/s40964-022-00281-y,8.0,500.0,14.95,1660.65
